message_id,date,sender_id,text,preprocessed_text,tokens,image_path,document_path
1615,2021-08-25 05:12:14+00:00,,"💢Fascial Gun Massager

✔️ድብርት፣የህመም ስሜት እና ድካምን የሚያስወግድ
✔️ በማሳጅ ማሽኑ ሲታሹ የቫይብሬሽን ሲስተሙ በሰዉነታችን ዉስጥ ቆንጆ የደም ዝውውር እንዲኖር ያረጋል
✔️ የትከሻ ፣ የጀርባ ፣ የወገብ እና የእግር ህመም ስሜት ካለብዎት ሁነኛ መፍትሄ
✔️ በስራ ወይም በስፖርት የዛለ የደከመ ሰውነትን ለማነቃቃት በቀዳሚነት የሚመርጡት
✔️ 4 የተለያየ ማሳጅ ማድረግያ ያለው ።
✔️ ለአያያዝ ምቹ ፣ Rechargeable መሆኑ ቻርጅ አድርገዉ በየትኛውም ቦታ መጠቀም ይቻላል
Price 2000 birr
Contact @edjos
📞  0940170372",💢fascial gun massager ✔️ድብርትየህመም ስሜት እና ድካምን የሚያስወግድ ✔️ በማሳጅ ማሽኑ ሲታሹ የቫይብሬሽን ሲስተሙ በሰዉነታችን ዉስጥ ቆንጆ የደም ዝውውር እንዲኖር ያረጋል ✔️ የትከሻ የጀርባ የወገብ እና የእግር ህመም ስሜት ካለብዎት ሁነኛ መፍትሄ ✔️ በስራ ወይም በስፖርት የዛለ የደከመ ሰውነትን ለማነቃቃት በቀዳሚነት የሚመርጡት ✔️ 4 የተለያየ ማሳጅ ማድረግያ ያለው ✔️ ለአያያዝ ምቹ rechargeable መሆኑ ቻርጅ አድርገዉ በየትኛውም ቦታ መጠቀም ይቻላል price 2000 birr contact edjos 📞 <phone>,"['💢fascial', 'gun', 'massager', '✔️ድብርትየህመም', 'ስሜት', 'እና', 'ድካምን', 'የሚያስወግድ', '✔️', 'በማሳጅ', 'ማሽኑ', 'ሲታሹ', 'የቫይብሬሽን', 'ሲስተሙ', 'በሰዉነታችን', 'ዉስጥ', 'ቆንጆ', 'የደም', 'ዝውውር', 'እንዲኖር', 'ያረጋል', '✔️', 'የትከሻ', 'የጀርባ', 'የወገብ', 'እና', 'የእግር', 'ህመም', 'ስሜት', 'ካለብዎት', 'ሁነኛ', 'መፍትሄ', '✔️', 'በስራ', 'ወይም', 'በስፖርት', 'የዛለ', 'የደከመ', 'ሰውነትን', 'ለማነቃቃት', 'በቀዳሚነት', 'የሚመርጡት', '✔️', '4', 'የተለያየ', 'ማሳጅ', 'ማድረግያ', 'ያለው', '✔️', 'ለአያያዝ', 'ምቹ', 'rechargeable', 'መሆኑ', 'ቻርጅ', 'አድርገዉ', 'በየትኛውም', 'ቦታ', 'መጠቀም', 'ይቻላል', 'price', '2000', 'birr', 'contact', 'edjos', '📞', '<', 'phone', '>']",data/images\1615.jpg,
1611,2021-07-15 10:27:53+00:00,,"📱 Iphone 12 Pro Max
📱Packed New
📱 Single sim
📱Storage 256 gb
📱Pacific Blue color
📱Imported from USA 🇺🇸
Price 85,000 birr
Contact @edjos
📞 0940170372",📱 iphone 12 pro max 📱packed new 📱 single sim 📱storage 256 gb 📱pacific blue color 📱imported from usa 🇺🇸 price 85000 birr contact edjos 📞 <phone>,"['📱', 'iphone', '12', 'pro', 'max', '📱packed', 'new', '📱', 'single', 'sim', '📱storage', '256', 'gb', '📱pacific', 'blue', 'color', '📱imported', 'from', 'usa', '🇺🇸', 'price', '85000', 'birr', 'contact', 'edjos', '📞', '<', 'phone', '>']",data/images\1611.jpg,
1610,2021-07-12 09:02:21+00:00,,"Mobile wifi  4G LTE router
✔ ለመያዝ ምቹ በፈለጉበት ቦታ እያንቀሳቀሱ ሚጠቀሙበት
✔በጣም ፈጣን
✔10 ሰው  በ እኩል speed 
 የሚያስጠቅም
✔Sd card& sim card የሚቀበል
📶《D-link 4G wifi mini router》📶
🔸️provides high-speed connection  
 🔸️share a 4G LTE connection with up to 10 wifi devices
🔸️speed 150Mbps
🔸️battery 2100mAh  (up to 10hrs usage) 
🔸️micoSD to save ,or share photos and videos
Price 3450 birr
Contact @edjos
📞 0940170372",mobile wifi 4g lte router ✔ ለመያዝ ምቹ በፈለጉበት ቦታ እያንቀሳቀሱ ሚጠቀሙበት ✔በጣም ፈጣን ✔10 ሰው በ እኩል speed የሚያስጠቅም ✔sd card sim card የሚቀበል 📶dlink 4g wifi mini router📶 🔸️provides highspeed connection 🔸️share a 4g lte connection with up to 10 wifi devices 🔸️speed 150mbps 🔸️battery 2100mah up to 10hrs usage 🔸️micosd to save or share photos and videos price 3450 birr contact edjos 📞 <phone>,"['mobile', 'wifi', '4g', 'lte', 'router', '✔', 'ለመያዝ', 'ምቹ', 'በፈለጉበት', 'ቦታ', 'እያንቀሳቀሱ', 'ሚጠቀሙበት', '✔በጣም', 'ፈጣን', '✔10', 'ሰው', 'በ', 'እኩል', 'speed', 'የሚያስጠቅም', '✔sd', 'card', 'sim', 'card', 'የሚቀበል', '📶dlink', '4g', 'wifi', 'mini', 'router📶', '🔸️provides', 'highspeed', 'connection', '🔸️share', 'a', '4g', 'lte', 'connection', 'with', 'up', 'to', '10', 'wifi', 'devices', '🔸️speed', '150mbps', '🔸️battery', '2100mah', 'up', 'to', '10hrs', 'usage', '🔸️micosd', 'to', 'save', 'or', 'share', 'photos', 'and', 'videos', 'price', '3450', 'birr', 'contact', 'edjos', '📞', '<', 'phone', '>']",data/images\1610.jpg,
1608,2021-07-12 06:22:51+00:00,,"👟Vans Square
Available on hand
Size 40
Price 1500 birr
Contact @edjos
📞 0940170372",👟vans square available on hand size 40 price 1500 birr contact edjos 📞 <phone>,"['👟vans', 'square', 'available', 'on', 'hand', 'size', '40', 'price', '1500', 'birr', 'contact', 'edjos', '📞', '<', 'phone', '>']",data/images\1608.jpg,
1607,2021-07-11 09:55:20+00:00,,"👟 Nike Air force Dior 
Size 42
Price 1650 birr
Contact @edjos
📞 0940170372",👟 nike air force dior size 42 price 1650 birr contact edjos 📞 <phone>,"['👟', 'nike', 'air', 'force', 'dior', 'size', '42', 'price', '1650', 'birr', 'contact', 'edjos', '📞', '<', 'phone', '>']",data/images\1607.jpg,
1596,2021-06-27 04:41:09+00:00,,"Apple Macbook Pro 2020
▫M1 chip with 8‑core CPU, 8‑core GPU, and 16‑core Neural Engine
▫8GB unified memory
▫512GB SSD storage
▫13-inch Retina display with True Tone
▫Backlit Magic Keyboard - US English
▫Touch Bar and Touch ID
▫Two Thunderbolt / USB 4 ports
▫Brand New Sealed In Box 

💰 Price = 108,000
Contact @edjos
📞 0940170372",apple macbook pro 2020 ▫m1 chip with 8core cpu 8core gpu and 16core neural engine ▫8gb unified memory ▫512gb ssd storage ▫13inch retina display with true tone ▫backlit magic keyboard us english ▫touch bar and touch id ▫two thunderbolt usb 4 ports ▫brand new sealed in box 💰 price = 108000 contact edjos 📞 <phone>,"['apple', 'macbook', 'pro', '2020', '▫m1', 'chip', 'with', '8core', 'cpu', '8core', 'gpu', 'and', '16core', 'neural', 'engine', '▫8gb', 'unified', 'memory', '▫512gb', 'ssd', 'storage', '▫13inch', 'retina', 'display', 'with', 'true', 'tone', '▫backlit', 'magic', 'keyboard', 'us', 'english', '▫touch', 'bar', 'and', 'touch', 'id', '▫two', 'thunderbolt', 'usb', '4', 'ports', '▫brand', 'new', 'sealed', 'in', 'box', '💰', 'price', '=', '108000', 'contact', 'edjos', '📞', '<', 'phone', '>']",data/images\1596.jpg,
1593,2021-06-12 19:40:28+00:00,,"⚡️Under armour 
Size 40-43
Price 2200
Contact @edjos
📞 0940170372",⚡️under armour size 4043 price 2200 contact edjos 📞 <phone>,"['⚡️under', 'armour', 'size', '4043', 'price', '2200', 'contact', 'edjos', '📞', '<', 'phone', '>']",data/images\1593.jpg,
1588,2021-06-12 06:00:17+00:00,,"⚡️Achida 4 in 1 Power bank
⚡️10000 mAh
⚡️wireless function for Iphone 
⚡️Built in(Lightning, Type-C, Micro & USB)
Price 1600 birr 
Contact @edjos
📞 0940170372",⚡️achida 4 in 1 power bank ⚡️10000 mah ⚡️wireless function for iphone ⚡️built inlightning typec micro usb price 1600 birr contact edjos 📞 <phone>,"['⚡️achida', '4', 'in', '1', 'power', 'bank', '⚡️10000', 'mah', '⚡️wireless', 'function', 'for', 'iphone', '⚡️built', 'inlightning', 'typec', 'micro', 'usb', 'price', '1600', 'birr', 'contact', 'edjos', '📞', '<', 'phone', '>']",data/images\1588.jpg,
1587,2021-06-12 05:35:44+00:00,,"💢Fascial Gun Massager

✔️ድብርት፣የህመም ስሜት እና ድካምን የሚያስወግድ
✔️ በማሳጅ ማሽኑ ሲታሹ የቫይብሬሽን ሲስተሙ በሰዉነታችን ዉስጥ ቆንጆ የደም ዝውውር እንዲኖር ያረጋል
✔️ የትከሻ ፣ የጀርባ ፣ የወገብ እና የእግር ህመም ስሜት ካለብዎት ሁነኛ መፍትሄ
✔️ በስራ ወይም በስፖርት የዛለ የደከመ ሰውነትን ለማነቃቃት በቀዳሚነት የሚመርጡት
✔️ 4 የተለያየ ማሳጅ ማድረግያ ያለው ።
✔️ ለአያያዝ ምቹ ፣ Rechargeable መሆኑ ቻርጅ አድርገዉ በየትኛውም ቦታ መጠቀም ይቻላል
Price 2000 birr
Contact @edjos
📞  0940170372",💢fascial gun massager ✔️ድብርትየህመም ስሜት እና ድካምን የሚያስወግድ ✔️ በማሳጅ ማሽኑ ሲታሹ የቫይብሬሽን ሲስተሙ በሰዉነታችን ዉስጥ ቆንጆ የደም ዝውውር እንዲኖር ያረጋል ✔️ የትከሻ የጀርባ የወገብ እና የእግር ህመም ስሜት ካለብዎት ሁነኛ መፍትሄ ✔️ በስራ ወይም በስፖርት የዛለ የደከመ ሰውነትን ለማነቃቃት በቀዳሚነት የሚመርጡት ✔️ 4 የተለያየ ማሳጅ ማድረግያ ያለው ✔️ ለአያያዝ ምቹ rechargeable መሆኑ ቻርጅ አድርገዉ በየትኛውም ቦታ መጠቀም ይቻላል price 2000 birr contact edjos 📞 <phone>,"['💢fascial', 'gun', 'massager', '✔️ድብርትየህመም', 'ስሜት', 'እና', 'ድካምን', 'የሚያስወግድ', '✔️', 'በማሳጅ', 'ማሽኑ', 'ሲታሹ', 'የቫይብሬሽን', 'ሲስተሙ', 'በሰዉነታችን', 'ዉስጥ', 'ቆንጆ', 'የደም', 'ዝውውር', 'እንዲኖር', 'ያረጋል', '✔️', 'የትከሻ', 'የጀርባ', 'የወገብ', 'እና', 'የእግር', 'ህመም', 'ስሜት', 'ካለብዎት', 'ሁነኛ', 'መፍትሄ', '✔️', 'በስራ', 'ወይም', 'በስፖርት', 'የዛለ', 'የደከመ', 'ሰውነትን', 'ለማነቃቃት', 'በቀዳሚነት', 'የሚመርጡት', '✔️', '4', 'የተለያየ', 'ማሳጅ', 'ማድረግያ', 'ያለው', '✔️', 'ለአያያዝ', 'ምቹ', 'rechargeable', 'መሆኑ', 'ቻርጅ', 'አድርገዉ', 'በየትኛውም', 'ቦታ', 'መጠቀም', 'ይቻላል', 'price', '2000', 'birr', 'contact', 'edjos', '📞', '<', 'phone', '>']",data/images\1587.jpg,
1579,2021-06-10 10:19:33+00:00,,"▶️ Brand New Optimum Nutrition Gold Standard Protein Powder Straight From USA 🇺🇸🇺🇸🇺🇸 2020 product.
▶️ Whey Protein Isolates (WPI) are the purest form of protein that currently exists. 
▶️Net .Wt 2.3 kg (chocolate,strawberry and Vanilla) Flavours
price = 4200 Birr
Contact @edjos
Call 0940170372",▶️ brand new optimum nutrition gold standard protein powder straight from usa 🇺🇸🇺🇸🇺🇸 2020 product ▶️ whey protein isolates wpi are the purest form of protein that currently exists ▶️net wt 23 kg chocolatestrawberry and vanilla flavours price = 4200 birr contact edjos call <phone>,"['▶️', 'brand', 'new', 'optimum', 'nutrition', 'gold', 'standard', 'protein', 'powder', 'straight', 'from', 'usa', '🇺🇸🇺🇸🇺🇸', '2020', 'product', '▶️', 'whey', 'protein', 'isolates', 'wpi', 'are', 'the', 'purest', 'form', 'of', 'protein', 'that', 'currently', 'exists', '▶️net', 'wt', '23', 'kg', 'chocolatestrawberry', 'and', 'vanilla', 'flavours', 'price', '=', '4200', 'birr', 'contact', 'edjos', 'call', '<', 'phone', '>']",data/images\1579.jpg,
1571,2021-06-09 09:38:03+00:00,,"🧩Haino Teko POP 2040 Pro Airpod
🧩GPS for iOS
🧩Battery display
🧩Free switch left & right
🧩Limited Edition
🧩Wireless Charge Support
🧩Sensor touch double side
🧩Support siri
🧩Auto power off
🧩Communication range-10 m
🧩Standby time:100 hours
🧩Compatible with Android and IOS
🧩3-4 hours earphone music
🧩9-12 hours music with charging box
🧩Free leather cover + wireless charger
Price 1800 birr
    ⚡️Extra cable for your apple device
Available on hand 
Contact  @edjos
📞  0940170372",🧩haino teko pop 2040 pro airpod 🧩gps for ios 🧩battery display 🧩free switch left right 🧩limited edition 🧩wireless charge support 🧩sensor touch double side 🧩support siri 🧩auto power off 🧩communication range10 m 🧩standby time100 hours 🧩compatible with android and ios 🧩34 hours earphone music 🧩912 hours music with charging box 🧩free leather cover + wireless charger price 1800 birr ⚡️extra cable for your apple device available on hand contact edjos 📞 <phone>,"['🧩haino', 'teko', 'pop', '2040', 'pro', 'airpod', '🧩gps', 'for', 'ios', '🧩battery', 'display', '🧩free', 'switch', 'left', 'right', '🧩limited', 'edition', '🧩wireless', 'charge', 'support', '🧩sensor', 'touch', 'double', 'side', '🧩support', 'siri', '🧩auto', 'power', 'off', '🧩communication', 'range10', 'm', '🧩standby', 'time100', 'hours', '🧩compatible', 'with', 'android', 'and', 'ios', '🧩34', 'hours', 'earphone', 'music', '🧩912', 'hours', 'music', 'with', 'charging', 'box', '🧩free', 'leather', 'cover', '+', 'wireless', 'charger', 'price', '1800', 'birr', '⚡️extra', 'cable', 'for', 'your', 'apple', 'device', 'available', 'on', 'hand', 'contact', 'edjos', '📞', '<', 'phone', '>']",data/images\1571.jpg,
